Sex,Age,Breed,Number,Accommodation,Area,Ext,Obs,Shy,Calm,Afraid,Clever,Vigilant,Persevering,Affectionate,Friendly,Lonely,Brutal,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBird,PredMamm,length,origin,min_life_expectancy,max_life_expectancy,min_weight,max_weight,family_friendly,shedding,general_health,playfulness,children_friendly,grooming,intelligence,other_pets_friendly
0,6,30,5,1,0,1,1,2,5,1,4,3,3,5,5,4,1,2,1,2,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,3,3,0,1,1,5,4,4,4,5,3,4,1,3,4,5,5,4,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,1,0,1,1,4,4,2,4,5,4,4,3,2,3,3,3,4,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,2,30,3,3,2,1,1,1,1,4,4,4,1,5,1,4,1,1,1,1,1,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,2,30,2,0,0,1,1,4,2,4,4,5,3,4,2,3,1,1,4,2,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,0,30,5,1,0,1,1,2,2,2,5,5,5,5,4,1,2,2,1,1,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,1,0,1,1,2,2,3,5,5,5,5,5,3,1,3,3,2,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,1,0,1,1,3,4,2,5,5,5,5,5,1,1,4,3,1,4,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,2,0,1,1,1,1,5,3,4,3,4,5,5,2,1,2,2,1,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,5,0,2,1,1,2,5,2,4,4,4,4,3,2,1,1,3,2,2,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,2,0,0,1,1,3,2,1,3,3,3,3,4,3,4,3,1,4,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,5,1,0,1,1,4,4,1,5,5,4,5,2,1,1,4,3,1,4,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,2,3,1,1,1,3,5,3,3,5,4,5,4,1,1,1,1,1,5,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,2,0,1,1,1,2,2,4,4,2,3,5,4,1,1,4,4,1,5,5,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,1,0,0,1,1,4,4,2,5,5,5,4,2,4,2,4,4,2,3,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,2,3,0,1,1,5,4,3,5,5,5,3,2,5,1,4,3,3,3,5,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,5,1,0,1,1,3,2,1,1,1,2,1,1,2,1,4,3,2,2,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,3,2,1,1,2,2,1,4,3,4,5,4,4,2,4,3,4,4,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,1,0,2,1,1,4,1,2,5,5,4,4,4,3,2,5,4,4,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,2,1,0,1,1,5,4,3,4,4,4,4,1,1,3,3,4,2,3,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,0,0,1,1,4,4,3,4,4,3,3,3,4,1,1,3,3,4,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,1,0,1,1,1,2,2,4,4,5,2,1,3,5,4,5,5,5,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,2,30,3,3,0,1,1,5,4,1,5,4,4,5,2,3,1,3,4,3,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,1,1,0,1,1,2,3,3,5,5,3,4,3,4,3,5,3,3,3,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,5,0,0,1,1,5,4,3,5,5,5,5,1,4,1,3,2,3,3,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,2,0,2,1,1,4,4,5,5,5,5,4,3,3,1,3,3,2,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,0,30,2,1,1,1,1,4,3,3,5,5,5,4,3,3,3,4,3,2,4,4,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,2,30,4,1,2,1,1,3,5,1,4,4,5,5,1,1,1,1,1,1,5,5,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,4,1,2,1,1,1,5,1,5,5,5,5,5,4,1,1,1,1,5,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,2,30,2,1,2,1,1,1,2,1,4,4,4,3,3,3,4,3,1,4,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,1,0,1,1,1,4,1,5,4,5,5,5,2,1,2,1,4,4,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,0,30,1,2,0,1,1,1,3,3,5,5,5,5,5,3,2,3,3,2,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,1,0,1,1,1,5,5,5,5,5,5,4,3,4,1,1,2,3,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,2,1,2,1,1,2,4,2,4,5,4,5,3,3,1,5,3,3,3,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,2,30,2,1,2,1,1,1,3,1,3,3,3,4,4,2,3,3,3,4,3,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,2,0,0,1,1,1,4,4,5,5,5,5,5,1,2,1,1,3,5,5,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,0,1,1,1,3,4,4,5,5,5,4,4,4,3,4,5,4,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,2,30,1,1,2,1,1,1,5,1,5,5,5,4,5,1,1,1,1,1,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,3,1,0,1,1,2,4,4,5,5,5,4,4,4,1,1,2,1,5,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,1,1,0,1,1,2,4,3,5,4,3,5,5,1,1,1,1,1,1,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,3,0,1,1,1,2,3,3,3,3,3,3,3,2,3,1,2,3,1,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,1,0,0,1,1,4,4,4,3,4,4,4,2,5,3,3,3,3,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,2,0,0,1,1,4,5,4,4,4,2,5,4,1,2,2,2,3,5,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,2,0,0,1,1,1,4,4,4,4,4,5,5,4,2,4,4,1,5,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,2,0,0,1,1,4,5,1,3,4,5,4,2,4,1,4,3,2,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,2,30,1,2,1,1,1,1,4,2,5,4,5,5,5,3,1,3,1,3,4,3,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,2,0,1,1,1,5,4,1,3,4,4,4,3,2,2,2,4,3,2,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,3,1,0,1,1,4,5,4,5,5,3,4,3,4,3,2,4,4,3,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,2,30,2,2,1,1,1,3,3,4,5,4,5,5,5,2,1,2,3,3,4,4,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,2,0,2,1,1,1,3,2,5,5,5,4,1,2,4,4,5,4,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,1,1,0,1,1,3,1,3,3,3,1,3,1,3,1,3,3,3,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,0,0,1,1,4,2,1,5,5,5,3,1,4,2,3,4,4,5,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,0,30,1,3,1,1,1,4,2,1,4,4,5,5,5,2,1,1,1,4,4,1,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,1,0,2,1,1,1,4,1,5,5,5,3,3,4,1,5,5,2,3,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,3,1,0,1,1,4,3,5,4,5,4,2,1,5,2,1,4,2,5,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,2,0,1,1,1,2,4,5,4,4,4,5,4,4,1,1,2,2,5,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,2,0,2,1,1,4,4,2,4,2,2,5,2,2,1,1,1,1,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,2,0,2,1,1,2,5,2,5,4,4,4,4,2,1,4,1,1,4,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,1,0,1,1,1,4,4,4,4,4,4,4,3,2,1,1,2,1,1,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,1,0,1,1,3,4,3,4,4,4,4,3,2,4,3,2,2,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,4,0,0,1,1,5,5,5,4,4,4,3,1,2,3,1,4,3,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,1,0,1,1,4,5,3,5,5,5,5,3,4,1,2,3,3,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,2,30,4,0,0,1,1,5,5,5,2,1,3,4,1,5,1,4,3,3,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,1,0,1,1,3,4,1,5,5,4,3,3,2,4,4,2,5,1,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,2,1,0,1,1,5,4,4,3,4,2,3,3,3,1,3,4,4,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,1,1,2,1,1,5,4,4,5,4,3,5,4,2,1,1,4,1,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,0,0,1,1,5,3,2,2,2,2,2,2,3,1,1,2,1,3,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,2,30,2,1,0,1,1,1,3,3,4,4,4,4,3,2,2,2,3,3,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,1,1,0,1,1,1,2,1,5,5,5,3,2,4,2,4,4,4,2,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,2,3,2,1,1,4,5,3,5,5,4,5,1,3,1,3,3,2,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,4,1,0,1,1,5,5,2,2,2,2,2,1,4,1,1,1,1,1,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,2,3,2,1,1,3,2,1,4,3,4,5,4,2,3,4,4,4,4,5,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,4,1,0,1,1,2,5,4,5,5,4,5,5,4,1,4,4,2,5,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,2,3,1,1,1,4,4,2,5,5,5,5,4,4,1,1,5,2,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,1,0,1,1,4,4,1,4,2,3,5,4,2,1,4,3,4,5,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,3,1,2,1,1,4,4,4,4,4,4,2,4,4,1,1,3,5,4,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,1,2,1,1,1,4,3,2,4,1,5,5,2,1,5,3,1,5,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,4,1,0,1,1,2,2,2,3,3,3,3,2,1,2,3,3,3,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,5,1,0,1,1,4,2,5,5,5,5,2,2,5,4,4,4,4,3,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,1,1,0,1,1,3,4,3,4,2,3,5,4,4,1,1,1,2,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,1,0,0,1,1,2,5,3,5,5,5,5,5,4,2,3,3,1,3,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,1,1,1,1,2,4,1,5,5,5,5,3,2,1,1,1,1,1,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,3,1,0,1,1,1,1,1,4,5,5,5,5,3,3,3,3,3,3,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,5,1,0,1,1,1,5,4,5,5,5,5,4,5,1,1,1,3,5,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,3,0,1,1,4,4,3,4,4,4,4,4,3,1,2,1,4,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,4,1,0,1,1,5,3,5,3,5,5,5,1,1,2,1,1,2,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,1,0,1,1,4,4,4,4,4,4,3,2,4,2,2,2,2,3,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,2,0,2,1,1,3,5,1,4,4,4,5,4,4,1,5,5,5,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,1,0,1,1,1,5,3,5,3,5,5,4,3,1,1,3,3,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,3,0,0,1,1,5,5,5,4,4,4,2,1,5,5,5,5,5,5,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,4,1,2,1,1,4,4,2,4,4,4,4,4,2,2,2,2,2,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,0,30,1,1,1,1,1,4,3,4,3,5,4,2,2,5,1,1,4,1,5,1,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,2,1,0,1,1,1,3,2,5,5,5,5,1,2,1,3,4,2,5,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,0,30,4,0,2,1,1,4,5,2,3,3,3,5,3,2,1,3,3,1,5,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,2,30,4,0,2,1,1,1,4,1,3,3,3,4,3,4,1,5,2,1,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,0,0,1,1,4,4,2,3,1,1,1,4,5,5,5,5,5,2,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,5,1,0,1,1,4,4,4,4,4,2,4,1,1,1,1,1,2,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,1,0,1,1,3,4,3,4,5,5,5,4,3,3,5,4,4,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,0,2,1,1,3,4,2,5,5,5,5,3,1,1,3,4,2,2,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,5,1,0,1,1,5,3,4,2,5,2,4,2,4,1,1,4,3,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,5,1,0,1,1,5,4,2,4,5,5,3,2,4,1,2,1,2,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,2,30,1,2,2,1,1,1,4,3,4,2,4,4,4,1,1,1,3,1,2,4,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,0,30,5,1,0,1,1,1,3,1,4,1,4,5,5,1,3,1,1,5,5,5,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,3,1,0,1,1,2,3,1,3,3,3,3,2,3,3,3,2,3,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,0,30,2,1,0,1,1,2,5,3,5,5,5,5,3,3,1,2,1,1,4,4,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,4,0,2,1,1,1,4,1,5,4,3,5,4,1,1,3,1,1,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,1,1,2,1,1,1,3,4,5,5,5,4,4,2,1,1,1,1,4,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,1,0,2,1,1,5,4,3,2,5,4,3,2,4,3,3,3,3,4,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,0,30,1,1,0,1,1,2,1,1,2,2,1,1,3,2,2,2,2,1,1,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,1,3,1,1,1,1,5,1,5,4,4,5,5,3,1,2,1,1,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,2,30,3,2,0,1,1,4,3,2,4,4,4,3,2,1,1,1,2,1,4,3,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,0,30,1,1,0,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,2,30,1,0,2,1,1,2,5,3,3,4,4,5,4,3,2,2,2,2,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,3,3,2,1,1,2,4,1,5,5,3,3,1,4,3,5,5,5,1,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,3,2,1,1,3,5,2,5,5,5,5,4,4,1,1,2,2,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,0,30,1,1,0,1,1,1,3,1,5,4,5,5,3,2,2,2,1,3,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,1,0,1,1,1,5,5,3,2,4,4,5,3,2,1,1,2,2,4,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,2,30,2,0,0,1,1,4,4,3,4,5,5,5,3,2,2,4,2,2,5,5,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,2,30,1,1,0,1,1,5,4,1,3,5,5,1,1,3,2,1,1,1,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,0,30,5,0,2,1,1,1,1,1,4,3,4,4,3,1,5,3,3,4,2,4,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,1,0,2,1,1,4,4,4,4,4,4,4,3,4,1,1,4,1,1,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,0,0,1,1,5,5,4,5,5,5,5,4,5,1,1,4,1,4,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,3,1,0,1,1,4,5,2,5,5,5,5,4,1,1,2,1,3,5,5,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,2,1,0,1,1,1,5,2,5,3,4,4,3,3,1,3,2,1,1,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,3,0,1,1,1,1,2,3,3,3,2,2,3,3,3,3,3,3,3,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,6,30,2,1,0,1,1,2,3,2,5,5,5,5,5,3,1,2,1,3,5,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,0,30,1,0,2,1,1,2,1,1,4,2,4,5,4,4,3,3,2,2,2,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,6,30,1,1,0,1,1,1,2,4,4,4,4,5,4,5,1,5,5,5,5,1,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,11,30,4,1,0,1,1,2,4,2,4,3,2,4,2,4,3,3,3,2,4,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,2,30,1,3,1,1,1,4,3,3,4,4,4,4,2,4,4,4,2,4,2,4,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
1,11,30,1,1,1,1,1,4,5,1,4,1,3,5,3,4,1,2,3,3,4,2,3,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,0,30,1,2,1,1,1,4,3,3,5,5,5,5,3,2,1,1,3,3,4,5,0,1,1,1,17,13,16,6,15,4,2,3,4,4,3,4,4
0,5,31,2,1,1,1,1,3,3,3,4,4,4,4,3,3,2,3,2,3,3,3,2,1,1,1,18,15,20,8,15,4,2,4,4,5,5,4,4
0,5,32,2,1,1,1,1,3,3,3,4,4,4,4,3,3,2,3,2,3,3,3,2,1,1,1,19,12,15,5,14,5,3,4,4,5,3,4,4
0,5,33,2,1,1,1,1,3,3,3,4,4,4,4,3,3,2,3,2,3,3,3,2,1,1,11,20,9,14,5,8,4,2,3,4,4,2,4,4
0,5,34,2,1,1,1,1,3,3,3,4,4,4,4,3,3,2,3,2,3,3,3,2,1,1,3,3,10,15,10,20,4,2,4,4,4,3,4,5
0,5,35,2,1,1,1,1,3,3,3,4,4,4,4,3,3,2,3,2,3,3,3,2,1,1,1,21,9,15,6,10,5,3,4,5,5,4,4,5
0,4,36,3,1,1,1,1,2,3,2,4,4,4,4,4,2,2,3,2,2,3,3,2,1,1,11,2,10,15,5,10,5,3,2,4,4,4,4,4
0,4,37,3,1,1,1,1,2,3,2,4,4,4,4,4,2,2,3,2,2,3,3,2,1,1,13,22,10,12,8,10,4,1,3,5,5,4,4,4
0,4,38,3,1,1,1,1,2,3,2,4,4,4,4,4,2,2,3,2,2,3,3,2,1,1,3,23,15,20,8,15,4,2,3,4,4,5,4,4
0,4,39,3,1,1,1,1,2,3,2,4,4,4,4,4,2,2,3,2,2,3,3,2,1,1,14,3,12,15,4,7,4,4,3,4,4,2,5,3
1,6,40,5,1,0,1,1,4,4,2,5,2,3,5,2,2,2,1,2,1,1,1,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,6,40,1,1,0,1,1,2,4,1,4,4,4,4,4,2,1,1,1,1,3,1,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,0,40,5,1,0,1,1,2,5,1,4,3,4,5,5,3,1,1,1,1,3,3,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,6,40,2,0,2,1,1,4,4,4,5,5,5,5,4,2,1,1,1,1,4,1,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,6,40,5,1,2,1,1,1,4,1,4,5,5,4,4,5,3,5,4,5,5,3,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,0,40,3,1,0,1,1,1,1,1,4,1,4,3,4,1,2,3,3,4,4,4,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,6,40,4,0,2,1,1,5,5,4,4,5,4,5,1,5,1,3,1,1,4,2,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,2,40,3,2,1,1,1,2,3,2,4,2,4,2,4,3,2,4,2,4,2,3,0,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,2,40,1,1,0,1,1,3,4,3,5,4,4,4,4,3,3,3,2,2,3,3,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,0,40,4,0,0,1,1,1,3,1,5,3,4,5,5,1,1,3,1,4,3,4,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,6,40,2,1,0,1,1,4,4,4,5,5,4,5,2,2,1,5,5,4,3,2,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,2,40,2,1,0,1,1,1,5,1,4,4,5,5,5,2,1,2,3,1,3,4,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,2,40,1,2,1,1,1,1,4,1,4,4,3,4,4,1,2,3,1,1,2,3,0,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,2,40,2,0,2,1,1,3,3,3,3,3,3,3,3,3,2,3,1,2,2,3,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,6,40,3,1,0,1,1,1,5,1,5,5,5,5,5,5,1,1,1,1,1,1,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,2,40,2,1,0,1,1,1,1,1,4,2,4,2,1,5,5,4,2,1,2,1,0,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,0,40,3,0,0,1,1,1,3,1,4,4,4,4,4,1,2,2,1,4,3,4,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,2,40,3,3,1,1,1,4,4,1,5,3,5,4,4,2,1,1,1,1,2,2,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,2,40,3,3,1,1,1,4,4,1,5,4,5,4,4,1,1,1,1,1,3,3,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,6,40,3,1,2,1,1,4,4,1,5,5,5,3,4,1,1,2,2,2,4,3,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,6,40,5,1,0,1,1,1,1,1,4,2,3,5,5,1,2,1,1,1,4,5,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,0,40,1,3,1,1,1,4,4,2,5,5,5,5,5,4,1,5,1,1,1,1,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,6,40,2,1,1,1,1,3,4,3,5,5,4,5,3,2,1,1,1,1,3,4,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,6,40,3,0,2,1,1,4,4,1,5,4,4,3,2,3,1,4,1,1,2,3,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,2,40,3,1,2,1,1,2,5,1,5,5,5,5,2,2,3,1,1,1,5,5,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,11,40,1,0,2,1,1,4,5,2,5,5,2,5,4,2,1,4,3,1,4,1,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,0,40,3,1,0,1,1,1,2,1,5,4,5,5,5,1,1,4,1,4,5,5,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,6,40,1,0,1,1,1,4,4,4,5,5,5,5,3,1,1,4,4,3,5,4,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,0,40,1,1,0,1,1,4,3,2,5,4,3,5,4,2,1,1,1,1,4,4,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
0,11,40,2,1,0,1,1,4,5,2,4,5,5,5,3,2,1,4,3,2,4,2,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
1,2,40,4,2,0,1,1,1,4,1,5,3,5,5,5,4,1,1,1,1,3,1,3,1,1,14,10,11,15,6,10,4,4,3,4,4,3,5,4
